death_date,n,rep_date
2022-03-31,10,2022-04-07
2022-04-01,8,2022-04-07
2022-04-02,6,2022-04-07
2022-04-03,7,2022-04-07
2022-04-04,2,2022-04-07
2022-02-25,1,2022-04-14
2022-03-02,1,2022-04-14
2022-03-16,1,2022-04-14
2022-03-22,1,2022-04-14
2022-03-23,1,2022-04-14
2022-03-26,2,2022-04-14
2022-03-29,3,2022-04-14
2022-03-30,1,2022-04-14
2022-03-31,5,2022-04-14
2022-04-01,5,2022-04-14
2022-04-02,3,2022-04-14
2022-04-03,8,2022-04-14
2022-04-04,17,2022-04-14
2022-04-05,12,2022-04-14
2022-04-06,6,2022-04-14
2022-04-07,8,2022-04-14
2022-04-08,9,2022-04-14
2022-04-09,5,2022-04-14
2022-04-10,9,2022-04-14
2022-04-11,1,2022-04-14
2022-04-12,3,2022-04-14
2022-02-21,1,2022-04-21
2022-03-01,1,2022-04-21
2022-03-23,1,2022-04-21
2022-03-27,1,2022-04-21
2022-03-28,2,2022-04-21
2022-03-29,1,2022-04-21
2022-03-30,2,2022-04-21
2022-03-31,1,2022-04-21
2022-04-01,2,2022-04-21
2022-04-02,5,2022-04-21
2022-04-03,3,2022-04-21
2022-04-04,4,2022-04-21
2022-04-05,6,2022-04-21
2022-04-06,8,2022-04-21
2022-04-07,5,2022-04-21
2022-04-08,3,2022-04-21
2022-04-09,10,2022-04-21
2022-04-10,7,2022-04-21
2022-04-11,7,2022-04-21
2022-04-12,6,2022-04-21
2022-04-13,4,2022-04-21
2022-04-14,1,2022-04-21
2022-04-18,3,2022-04-21
2022-04-19,1,2022-04-21
2022-03-06,1,2022-04-28
2022-03-15,1,2022-04-28
2022-03-30,3,2022-04-28
2022-03-31,1,2022-04-28
2022-04-04,1,2022-04-28
2022-04-05,1,2022-04-28
2022-04-08,2,2022-04-28
2022-04-09,1,2022-04-28
2022-04-10,1,2022-04-28
2022-04-11,2,2022-04-28
2022-04-12,3,2022-04-28
2022-04-13,5,2022-04-28
2022-04-14,6,2022-04-28
2022-04-15,5,2022-04-28
2022-04-16,6,2022-04-28
2022-04-17,11,2022-04-28
2022-04-18,6,2022-04-28
2022-04-19,3,2022-04-28
2022-04-20,6,2022-04-28
2022-04-21,6,2022-04-28
2022-04-22,4,2022-04-28
2022-04-23,4,2022-04-28
2022-04-24,2,2022-04-28
2022-04-25,1,2022-04-28
2022-04-26,1,2022-04-28
2022-01-14,1,2022-05-12
2022-01-31,1,2022-05-12
2022-03-03,1,2022-05-12
2022-03-14,1,2022-05-12
2022-03-17,1,2022-05-12
2022-03-20,1,2022-05-12
2022-04-03,1,2022-05-12
2022-04-08,2,2022-05-12
2022-04-10,1,2022-05-12
2022-04-11,1,2022-05-12
2022-04-13,4,2022-05-12
2022-04-14,1,2022-05-12
2022-04-15,2,2022-05-12
2022-04-16,1,2022-05-12
2022-04-17,2,2022-05-12
2022-04-18,2,2022-05-12
2022-04-19,2,2022-05-12
2022-04-20,5,2022-05-12
2022-04-21,4,2022-05-12
2022-04-22,3,2022-05-12
2022-04-23,10,2022-05-12
2022-04-24,6,2022-05-12
2022-04-25,5,2022-05-12
2022-04-26,8,2022-05-12
2022-04-27,4,2022-05-12
2022-04-28,8,2022-05-12
2022-04-29,5,2022-05-12
2022-04-30,8,2022-05-12
2022-05-01,7,2022-05-12
2022-05-02,1,2022-05-12
2022-05-03,8,2022-05-12
2022-05-04,3,2022-05-12
2022-05-05,6,2022-05-12
2022-05-06,1,2022-05-12
2022-05-07,3,2022-05-12
2022-05-08,5,2022-05-12
2022-05-09,1,2022-05-12
2022-03-11,1,2022-05-19
2022-04-22,2,2022-05-19
2022-04-28,2,2022-05-19
2022-05-01,1,2022-05-19
2022-05-02,1,2022-05-19
2022-05-03,2,2022-05-19
2022-05-04,3,2022-05-19
2022-05-05,1,2022-05-19
2022-05-06,4,2022-05-19
2022-05-07,5,2022-05-19
2022-05-08,4,2022-05-19
2022-05-09,2,2022-05-19
2022-05-10,4,2022-05-19
2022-05-11,4,2022-05-19
2022-05-12,1,2022-05-19
2022-05-13,3,2022-05-19
2022-05-14,2,2022-05-19
2022-05-15,2,2022-05-19
2022-01-28,1,2022-05-25
2022-02-01,1,2022-05-25
2022-02-15,1,2022-05-25
2022-05-05,1,2022-05-25
2022-05-07,1,2022-05-25
2022-05-08,1,2022-05-25
2022-05-11,1,2022-05-25
2022-05-12,2,2022-05-25
2022-05-13,4,2022-05-25
2022-05-14,1,2022-05-25
2022-05-15,5,2022-05-25
2022-05-16,4,2022-05-25
2022-05-17,3,2022-05-25
2022-05-18,2,2022-05-25
2022-05-19,4,2022-05-25
2022-05-20,3,2022-05-25
2022-05-21,3,2022-05-25
2022-05-22,1,2022-05-25
2022-05-07,2,2022-06-02
2022-05-10,1,2022-06-02
2022-05-11,1,2022-06-02
2022-05-13,1,2022-06-02
2022-05-14,1,2022-06-02
2022-05-15,1,2022-06-02
2022-05-16,2,2022-06-02
2022-05-17,3,2022-06-02
2022-05-20,4,2022-06-02
2022-05-21,5,2022-06-02
2022-05-22,3,2022-06-02
2022-05-24,4,2022-06-02
2022-05-25,2,2022-06-02
2022-05-26,2,2022-06-02
2022-05-27,1,2022-06-02
2022-05-28,3,2022-06-02
2022-05-29,1,2022-06-02
2022-04-30,1,2022-06-09
2022-05-11,1,2022-06-09
2022-05-14,2,2022-06-09
2022-05-15,2,2022-06-09
2022-05-17,1,2022-06-09
2022-05-20,1,2022-06-09
2022-05-22,1,2022-06-09
2022-05-23,1,2022-06-09
2022-05-24,2,2022-06-09
2022-05-25,3,2022-06-09
2022-05-27,1,2022-06-09
2022-05-28,1,2022-06-09
2022-05-29,3,2022-06-09
2022-05-30,3,2022-06-09
2022-05-31,6,2022-06-09
2022-06-01,1,2022-06-09
2022-06-02,6,2022-06-09
2022-04-01,1,2022-06-16
2022-05-23,1,2022-06-16
2022-05-28,1,2022-06-16
2022-05-30,1,2022-06-16
2022-06-01,2,2022-06-16
2022-06-03,2,2022-06-16
2022-06-04,2,2022-06-16
2022-06-06,3,2022-06-16
2022-06-07,4,2022-06-16
2022-06-08,1,2022-06-16
2022-06-09,3,2022-06-16
2022-06-11,3,2022-06-16
2022-06-12,1,2022-06-16
2022-06-14,1,2022-06-16
2022-02-05,1,2022-06-23
2022-04-19,1,2022-06-23
2022-06-10,1,2022-06-23
2022-06-12,4,2022-06-23
2022-06-14,1,2022-06-23
2022-06-15,2,2022-06-23
2022-06-16,4,2022-06-23
2022-06-17,3,2022-06-23
2022-06-18,1,2022-06-23
2022-06-21,1,2022-06-23
2022-05-31,1,2022-06-30
2022-06-05,1,2022-06-30
2022-06-09,2,2022-06-30
2022-06-11,2,2022-06-30
2022-06-12,1,2022-06-30
2022-06-14,1,2022-06-30
2022-06-16,2,2022-06-30
2022-06-17,1,2022-06-30
2022-06-18,1,2022-06-30
2022-06-19,1,2022-06-30
2022-06-20,3,2022-06-30
2022-06-21,3,2022-06-30
2022-06-22,1,2022-06-30
2022-06-23,5,2022-06-30
2022-06-24,3,2022-06-30
2022-06-25,2,2022-06-30
2022-06-26,2,2022-06-30
2021-08-31,1,2022-07-07
2022-06-12,1,2022-07-07
2022-06-13,1,2022-07-07
2022-06-18,2,2022-07-07
2022-06-23,1,2022-07-07
2022-06-26,1,2022-07-07
2022-06-27,2,2022-07-07
2022-06-28,6,2022-07-07
2022-06-29,2,2022-07-07
2022-07-03,1,2022-07-07
2022-07-04,2,2022-07-07
2022-06-17,1,2022-07-14
2022-06-21,1,2022-07-14
2022-06-24,5,2022-07-14
2022-06-25,1,2022-07-14
2022-06-27,1,2022-07-14
2022-06-29,2,2022-07-14
2022-06-30,2,2022-07-14
2022-07-01,5,2022-07-14
2022-07-02,3,2022-07-14
2022-07-03,7,2022-07-14
2022-07-04,8,2022-07-14
2022-07-05,3,2022-07-14
2022-07-06,4,2022-07-14
2022-07-07,4,2022-07-14
2022-07-08,2,2022-07-14
2022-07-09,3,2022-07-14
2022-07-10,5,2022-07-14
2022-07-11,1,2022-07-14
2022-07-12,1,2022-07-14
2022-06-07,1,2022-07-21
2022-06-12,1,2022-07-21
2022-06-26,1,2022-07-21
2022-06-27,1,2022-07-21
2022-06-29,1,2022-07-21
2022-07-01,2,2022-07-21
2022-07-03,1,2022-07-21
2022-07-04,1,2022-07-21
2022-07-05,2,2022-07-21
2022-07-06,4,2022-07-21
2022-07-07,1,2022-07-21
2022-07-08,2,2022-07-21
2022-07-09,2,2022-07-21
2022-07-10,2,2022-07-21
2022-07-11,5,2022-07-21
2022-07-12,2,2022-07-21
2022-07-13,4,2022-07-21
2022-07-14,3,2022-07-21
2022-07-15,1,2022-07-21
2022-07-16,2,2022-07-21
2022-07-17,4,2022-07-21
2022-07-18,1,2022-07-21
2022-07-19,2,2022-07-21
2022-07-20,1,2022-07-21
2022-04-17,1,2022-07-28
2022-06-20,2,2022-07-28
2022-06-21,1,2022-07-28
2022-06-25,1,2022-07-28
2022-06-27,1,2022-07-28
2022-06-28,2,2022-07-28
2022-06-29,1,2022-07-28
2022-07-01,1,2022-07-28
2022-07-03,1,2022-07-28
2022-07-05,2,2022-07-28
2022-07-06,1,2022-07-28
2022-07-07,3,2022-07-28
2022-07-08,1,2022-07-28
2022-07-09,3,2022-07-28
2022-07-10,1,2022-07-28
2022-07-11,3,2022-07-28
2022-07-12,4,2022-07-28
2022-07-13,5,2022-07-28
2022-07-14,3,2022-07-28
2022-07-15,5,2022-07-28
2022-07-16,5,2022-07-28
2022-07-17,4,2022-07-28
2022-07-18,8,2022-07-28
2022-07-19,8,2022-07-28
2022-07-20,10,2022-07-28
2022-07-21,10,2022-07-28
2022-07-22,13,2022-07-28
2022-07-23,3,2022-07-28
2022-07-24,5,2022-07-28
2022-07-25,1,2022-07-28
2022-07-13,1,2022-08-04
2022-07-15,1,2022-08-04
2022-07-16,1,2022-08-04
2022-07-17,1,2022-08-04
2022-07-18,1,2022-08-04
2022-07-20,1,2022-08-04
2022-07-22,3,2022-08-04
2022-07-23,13,2022-08-04
2022-07-24,7,2022-08-04
2022-07-25,10,2022-08-04
2022-07-26,4,2022-08-04
2022-07-27,13,2022-08-04
2022-07-28,7,2022-08-04
2022-07-29,8,2022-08-04
2022-07-30,4,2022-08-04
2022-07-31,3,2022-08-04
2022-07-20,1,2022-08-11
2022-07-21,2,2022-08-11
2022-07-23,5,2022-08-11
2022-07-24,2,2022-08-11
2022-07-25,2,2022-08-11
2022-07-26,2,2022-08-11
2022-07-27,2,2022-08-11
2022-07-28,3,2022-08-11
2022-07-29,4,2022-08-11
2022-07-30,6,2022-08-11
2022-07-31,6,2022-08-11
2022-08-01,14,2022-08-11
2022-08-02,6,2022-08-11
2022-08-03,12,2022-08-11
2022-08-04,9,2022-08-11
2022-08-05,11,2022-08-11
2022-08-06,2,2022-08-11
2022-08-07,5,2022-08-11
2022-08-09,1,2022-08-11
2022-03-24,1,2022-08-18
2022-06-26,1,2022-08-18
2022-07-07,1,2022-08-18
2022-07-11,1,2022-08-18
2022-07-12,2,2022-08-18
2022-07-15,1,2022-08-18
2022-07-17,2,2022-08-18
2022-07-18,2,2022-08-18
2022-07-19,4,2022-08-18
2022-07-21,2,2022-08-18
2022-07-22,2,2022-08-18
2022-07-23,3,2022-08-18
2022-07-24,1,2022-08-18
2022-07-25,3,2022-08-18
2022-07-26,6,2022-08-18
2022-07-27,1,2022-08-18
2022-07-28,2,2022-08-18
2022-07-29,1,2022-08-18
2022-07-30,2,2022-08-18
2022-07-31,5,2022-08-18
2022-08-01,2,2022-08-18
2022-08-02,3,2022-08-18
2022-08-03,2,2022-08-18
2022-08-04,7,2022-08-18
2022-08-05,9,2022-08-18
2022-08-06,11,2022-08-18
2022-08-07,5,2022-08-18
2022-08-08,10,2022-08-18
2022-08-09,12,2022-08-18
2022-08-10,10,2022-08-18
2022-08-11,9,2022-08-18
2022-08-12,10,2022-08-18
2022-08-13,10,2022-08-18
2022-08-14,8,2022-08-18
2022-08-15,2,2022-08-18
2022-08-16,1,2022-08-18
2022-02-09,1,2022-08-25
2022-05-07,1,2022-08-25
2022-05-20,1,2022-08-25
2022-07-19,1,2022-08-25
2022-07-22,1,2022-08-25
2022-08-02,2,2022-08-25
2022-08-03,2,2022-08-25
2022-08-04,1,2022-08-25
2022-08-06,1,2022-08-25
2022-08-07,2,2022-08-25
2022-08-08,2,2022-08-25
2022-08-09,5,2022-08-25
2022-08-10,3,2022-08-25
2022-08-11,5,2022-08-25
2022-08-12,6,2022-08-25
2022-08-13,6,2022-08-25
2022-08-14,8,2022-08-25
2022-08-15,17,2022-08-25
2022-08-16,11,2022-08-25
2022-08-17,14,2022-08-25
2022-08-18,13,2022-08-25
2022-08-19,13,2022-08-25
2022-08-20,3,2022-08-25
2022-08-21,7,2022-08-25
2022-08-22,1,2022-08-25
2022-08-23,1,2022-08-25
2022-06-25,1,2022-09-01
2022-07-08,1,2022-09-01
2022-07-18,1,2022-09-01
2022-07-21,1,2022-09-01
2022-08-05,1,2022-09-01
2022-08-06,1,2022-09-01
2022-08-08,1,2022-09-01
2022-08-11,1,2022-09-01
2022-08-12,1,2022-09-01
2022-08-14,1,2022-09-01
2022-08-15,1,2022-09-01
2022-08-16,3,2022-09-01
2022-08-17,3,2022-09-01
2022-08-18,4,2022-09-01
2022-08-19,5,2022-09-01
2022-08-20,10,2022-09-01
2022-08-21,6,2022-09-01
2022-08-22,14,2022-09-01
2022-08-23,9,2022-09-01
2022-08-24,11,2022-09-01
2022-08-25,8,2022-09-01
2022-08-26,1,2022-09-01
2022-08-27,3,2022-09-01
2022-08-28,3,2022-09-01
2022-08-29,2,2022-09-01
2022-08-30,1,2022-09-01
2022-07-05,1,2022-09-15
2022-08-03,1,2022-09-15
2022-08-08,3,2022-09-15
2022-08-09,3,2022-09-15
2022-08-10,2,2022-09-15
2022-08-13,1,2022-09-15
2022-08-14,1,2022-09-15
2022-08-16,2,2022-09-15
2022-08-17,2,2022-09-15
2022-08-18,3,2022-09-15
2022-08-19,2,2022-09-15
2022-08-20,4,2022-09-15
2022-08-21,4,2022-09-15
2022-08-22,2,2022-09-15
2022-08-23,5,2022-09-15
2022-08-24,5,2022-09-15
2022-08-25,1,2022-09-15
2022-08-26,4,2022-09-15
2022-08-27,7,2022-09-15
2022-08-28,6,2022-09-15
2022-08-29,10,2022-09-15
2022-08-30,8,2022-09-15
2022-08-31,13,2022-09-15
2022-09-01,14,2022-09-15
2022-09-02,17,2022-09-15
2022-09-03,11,2022-09-15
2022-09-04,10,2022-09-15
2022-09-05,8,2022-09-15
2022-09-06,10,2022-09-15
2022-09-07,7,2022-09-15
2022-09-08,10,2022-09-15
2022-09-09,5,2022-09-15
2022-09-10,5,2022-09-15
2022-09-11,4,2022-09-15
2022-09-12,3,2022-09-15
2022-09-13,1,2022-09-15
2022-09-14,1,2022-09-15
2022-08-20,2,2022-09-22
2022-08-21,1,2022-09-22
2022-08-23,1,2022-09-22
2022-08-31,1,2022-09-22
2022-09-01,1,2022-09-22
2022-09-02,1,2022-09-22
2022-09-03,2,2022-09-22
2022-09-04,1,2022-09-22
2022-09-05,3,2022-09-22
2022-09-06,1,2022-09-22
2022-09-07,1,2022-09-22
2022-09-08,4,2022-09-22
2022-09-09,5,2022-09-22
2022-09-10,4,2022-09-22
2022-09-11,9,2022-09-22
2022-09-12,10,2022-09-22
2022-09-13,5,2022-09-22
2022-09-14,4,2022-09-22
2022-09-15,5,2022-09-22
2022-09-16,4,2022-09-22
2022-09-17,4,2022-09-22
2022-09-18,6,2022-09-22
2022-09-19,2,2022-09-22
2022-09-20,1,2022-09-22
2022-09-08,1,2022-09-29
2022-09-09,1,2022-09-29
2022-09-11,1,2022-09-29
2022-09-13,2,2022-09-29
2022-09-16,2,2022-09-29
2022-09-17,6,2022-09-29
2022-09-18,6,2022-09-29
2022-09-19,1,2022-09-29
2022-09-20,1,2022-09-29
2022-09-21,12,2022-09-29
2022-09-22,8,2022-09-29
2022-09-23,3,2022-09-29
2022-09-24,1,2022-09-29
2022-09-25,2,2022-09-29
2022-09-26,2,2022-09-29
2022-08-28,1,2022-10-06
2022-09-04,1,2022-10-06
2022-09-16,2,2022-10-06
2022-09-17,4,2022-10-06
2022-09-18,5,2022-10-06
2022-09-19,1,2022-10-06
2022-09-20,3,2022-10-06
2022-09-21,3,2022-10-06
2022-09-22,4,2022-10-06
2022-09-23,4,2022-10-06
2022-09-25,2,2022-10-06
2022-09-26,4,2022-10-06
2022-09-27,2,2022-10-06
2022-09-28,2,2022-10-06
2022-09-29,5,2022-10-06
2022-09-30,1,2022-10-06
2022-10-01,1,2022-10-06
2022-10-02,1,2022-10-06
2022-10-03,2,2022-10-06
2022-10-04,1,2022-10-06
2022-08-28,2,2022-10-13
2022-08-29,1,2022-10-13
2022-08-31,1,2022-10-13
2022-09-02,1,2022-10-13
2022-09-05,1,2022-10-13
2022-09-06,1,2022-10-13
2022-09-10,2,2022-10-13
2022-09-11,1,2022-10-13
2022-09-12,1,2022-10-13
2022-09-13,6,2022-10-13
2022-09-14,3,2022-10-13
2022-09-15,6,2022-10-13
2022-09-16,4,2022-10-13
2022-09-17,1,2022-10-13
2022-09-18,2,2022-10-13
2022-09-19,1,2022-10-13
2022-09-20,4,2022-10-13
2022-09-21,1,2022-10-13
2022-09-23,10,2022-10-13
2022-09-24,8,2022-10-13
2022-09-25,10,2022-10-13
2022-09-26,10,2022-10-13
2022-09-27,6,2022-10-13
2022-09-28,11,2022-10-13
2022-09-29,6,2022-10-13
2022-09-30,4,2022-10-13
2022-10-01,7,2022-10-13
2022-10-02,11,2022-10-13
2022-10-03,11,2022-10-13
2022-10-04,9,2022-10-13
2022-10-05,7,2022-10-13
2022-10-06,7,2022-10-13
2022-10-07,5,2022-10-13
2022-10-09,2,2022-10-13
2022-10-10,1,2022-10-13
2022-02-03,1,2022-10-20
2022-08-06,1,2022-10-20
2022-09-10,1,2022-10-20
2022-09-12,2,2022-10-20
2022-09-13,1,2022-10-20
2022-09-16,1,2022-10-20
2022-09-20,1,2022-10-20
2022-09-21,1,2022-10-20
2022-09-23,2,2022-10-20
2022-09-24,1,2022-10-20
2022-09-25,1,2022-10-20
2022-09-26,4,2022-10-20
2022-09-27,1,2022-10-20
2022-09-28,2,2022-10-20
2022-09-29,1,2022-10-20
2022-09-30,5,2022-10-20
2022-10-01,4,2022-10-20
2022-10-02,1,2022-10-20
2022-10-03,5,2022-10-20
2022-10-04,3,2022-10-20
2022-10-05,1,2022-10-20
2022-10-06,3,2022-10-20
2022-10-07,7,2022-10-20
2022-10-08,12,2022-10-20
2022-10-09,9,2022-10-20
2022-10-10,9,2022-10-20
2022-10-11,9,2022-10-20
2022-10-12,7,2022-10-20
2022-10-13,8,2022-10-20
2022-10-14,8,2022-10-20
2022-10-15,5,2022-10-20
2022-10-16,7,2022-10-20
2022-01-12,1,2022-10-27
2022-08-20,1,2022-10-27
2022-09-12,1,2022-10-27
2022-09-15,1,2022-10-27
2022-09-18,2,2022-10-27
2022-09-20,1,2022-10-27
2022-09-26,1,2022-10-27
2022-09-28,1,2022-10-27
2022-10-03,1,2022-10-27
2022-10-04,2,2022-10-27
2022-10-05,2,2022-10-27
2022-10-06,1,2022-10-27
2022-10-07,1,2022-10-27
2022-10-08,1,2022-10-27
2022-10-09,2,2022-10-27
2022-10-10,1,2022-10-27
2022-10-11,3,2022-10-27
2022-10-12,2,2022-10-27
2022-10-13,5,2022-10-27
2022-10-14,5,2022-10-27
2022-10-15,4,2022-10-27
2022-10-16,12,2022-10-27
2022-10-17,6,2022-10-27
2022-10-18,9,2022-10-27
2022-10-19,8,2022-10-27
2022-10-20,3,2022-10-27
2022-10-21,10,2022-10-27
2022-10-22,5,2022-10-27
2022-10-23,4,2022-10-27
2022-10-25,1,2022-10-27
2022-07-02,1,2022-11-03
2022-08-10,1,2022-11-03
2022-08-11,1,2022-11-03
2022-08-29,1,2022-11-03
2022-09-16,1,2022-11-03
2022-09-20,1,2022-11-03
2022-09-27,1,2022-11-03
2022-10-01,1,2022-11-03
2022-10-03,1,2022-11-03
2022-10-05,1,2022-11-03
2022-10-06,1,2022-11-03
2022-10-08,1,2022-11-03
2022-10-09,1,2022-11-03
2022-10-10,1,2022-11-03
2022-10-11,2,2022-11-03
2022-10-12,1,2022-11-03
2022-10-14,2,2022-11-03
2022-10-15,2,2022-11-03
2022-10-16,1,2022-11-03
2022-10-17,3,2022-11-03
2022-10-18,2,2022-11-03
2022-10-19,2,2022-11-03
2022-10-20,4,2022-11-03
2022-10-21,5,2022-11-03
2022-10-22,8,2022-11-03
2022-10-23,7,2022-11-03
2022-10-24,4,2022-11-03
2022-10-25,5,2022-11-03
2022-10-26,13,2022-11-03
2022-10-27,6,2022-11-03
2022-10-28,4,2022-11-03
2022-10-29,7,2022-11-03
2022-10-30,2,2022-11-03
2022-08-21,1,2022-11-10
2022-09-01,1,2022-11-10
2022-10-13,1,2022-11-10
2022-10-18,1,2022-11-10
2022-10-19,1,2022-11-10
2022-10-21,2,2022-11-10
2022-10-22,1,2022-11-10
2022-10-23,1,2022-11-10
2022-10-24,2,2022-11-10
2022-10-25,3,2022-11-10
2022-10-26,9,2022-11-10
2022-10-27,5,2022-11-10
2022-10-28,8,2022-11-10
2022-10-29,7,2022-11-10
2022-10-30,7,2022-11-10
2022-10-31,9,2022-11-10
2022-11-01,5,2022-11-10
2022-11-02,10,2022-11-10
2022-11-03,4,2022-11-10
2022-11-04,11,2022-11-10
2022-11-05,4,2022-11-10
2022-11-06,10,2022-11-10
2022-11-07,1,2022-11-10
